UserLocation	UserDescription	AccountLanguage	TweetLanguage	TweetText	TweetClient	isVerified
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"RT @TLangley99: Maybe the devil makes him (the🍊🤡) do it.
  Christian evangelist, Franklin Graham said ""Trump tries to tell the truth."" 
  I…"	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"RT @TLangley99: 40,000 gun deaths/yr in US.
   If you are not willing to do everything possible to keep guns out of the hands of irresponsi…"	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	RT @amvetsupport: The Huckabee family is a joke. Not a funny one, just a an example of fake Christians pretending they are in any way repre…	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	@StephDNVaughan Yep, a special designer bred the 'Fern &amp; Flower Dalmatians', now extinct, even more exclusive😉 only for the 1% via the tRump brand made in China.😱🤪	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"RT @TLangley99: I understand now why there is no WH dog.
Style? She recently wore a coat inspired by '101 Dalmatians', reportable inscribed…"	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"RT @TLangley99: SEEKING ASYLUM
         IS NOT
        ILLEGAL.
In🇺🇲 it is a legal right for anyone to cross the border &amp; request asylum.…"	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	RT @TLangley99: We are at a critical point in the con when magats begin to suspect they have been coned.   They may break from reality, &amp; s…	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"RT @minhtngo: ""You don't even have to be convicted of a crime to lose your job in this constitutional republic if [Congress] determines tha…"	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	We are at a critical point in the con when magats begin to suspect they have been coned.   They may break from reality, &amp; slip into a dangerous psychotic state. The most dangerous are profiting false prophet pundants who pull others down with them.😲😱🤪 https://t.co/COdI8Swm2G	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"RT @Stop_Trump20: I hope this video makes your day 😊

Wait for it! It's worth it 😂😂😂😂😂 https://t.co/Um2v5hJ7mv"	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"RT @RBReich: Trump’s Cabinet now includes: 
—An AG who puts the president above the law.
—A Sec. of Treasury who puts Wall St. above Main S…"	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"RT @TLangley99: WakeUp evangelicals you are rooting for the other team!
There is nothing in the words &amp; actions of either tRump or pEnce th…"	Twitter Web Client	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	RT @TLangley99: Words only serve as window dressing for deeds that provide perspective for the truth that exposes the soul 4 judgement. 4 #…	Twitter Web Client	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"RT @TLangley99: North Carolina we need @PatrickMcHenry (NC 10th),  
@SenatorBurr &amp; @SenThomTillis to start putting country before, party &amp;…"	Twitter Web Client	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	und	RT @TLangley99: If?🦖🦕🦖🦕 https://t.co/Ah50qT0USx	Twitter Web Client	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"RT @TLangley99: Get your marching shoes, signs and voices ready!
  tRump &amp; his GOP enablers need to hear that we will, no longer accept the…"	Twitter Web Client	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"RT @TLangley99: This is what the Truth from the Heart sounds like.
(Worthy of your time)
A message from 1940 directly to the World of 2019.…"	Twitter Web Client	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"RT @TLangley99: tRump is an amoral idiot conman, &amp; we we're an easy mark. Too easy!
 We must at least defend ourselves from future idiots b…"	Twitter Web Client	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"RT @TLangley99: A coat straight from '101 Dalmatians', inscribed,
 ""I really don't care, do you?"" Cruella de Vil https://t.co/DDx2tS7ZBa"	Twitter Web Client	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"RT @TLangley99: To: @senatemajldr @GOP @SenateGOP @HouseGOP
  You are all being setup to go down with a President who is abusing power &amp; ob…"	Twitter Web Client	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	RT @TLangley99: amaWe are at a critical point in the con when the marks begin to suspect they have been coned. They can break from reality,…	Twitter Web Client	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	RT @omz__music: Here's a young @LindseyGrahamSC, telling us all about how we definitely need to remove Donald Trump from office for his non…	Twitter Web Client	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	RT @MargieShadow13: @suzannecoeSC @LindseyGrahamSC Same thing w/John McCain. Either he changed or was always a follower. How do you kiss up…	Twitter Web Client	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	RT @tctess2: @mmpadellan @centsible @realDonaldTrump It should be embarrassing that the ONLY reason he’s still president is that the people…	Twitter Web Client	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	und	RT @O__Canada: @realDonaldTrump #TrumpColluded #TrumpObstructed #TrumpColluded #TrumpObstructed #TrumpColluded #TrumpObstructed #TrumpCollu…	Twitter Web Client	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"RT @TLangley99: There is a the malignant tumor in the oval office.
  Man, not God is responsible for it.  Zealots spewing toxic hate, racis…"	Twitter Web Client	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	RT @TLangley99: Calling what this🍊🤡 president says and does bulls**it demeans a substance that actually has a redeeming social value. 🐄💩 2…	Twitter Web Client	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	RT @TLangley99: Me thinks words do not mean what he thinks they mean! or maybe he just doesn't think?🤦🤪😜🤦‍♂️😱 💩4🧠s https://t.co/VrX7BeLK8S	Twitter Web Client	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	RT @TLangley99: Sarah Sanders, the White House Press Secretary, has now been proven to be a less creditable source than attributing to an '…	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	RT @TLangley99: @fras99 It is no contest, 45* makes the other 44 look like angelic stable geniuses and he continues to lower the bar every…	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	Me thinks words do not mean what he thinks they mean! or maybe he just doesn't think?🤦🤪😜🤦‍♂️😱 💩4🧠s https://t.co/VrX7BeLK8S	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	RT @JohnFugelsang: It makes me sick that Huckabee's son tortured &amp; murdered a dog and that's still only his second-worst child. https://t.c…	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	RT @TheDailyEdge: Sick Mike Huckabee once said April Ryan “should be gutted like a deer.“ Is it any wonder @GovMikeHuckabee’s son turned in…	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	RT @TLangley99: Think about voting like planning a trip using the car pool lane, take at least one other voter but leave the dummies in red…	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	RT @TLangley99: Yes, turn the lights up. The guilt is clear for those that choose to look but in order to heal the country all the boxes mu…	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	Mike Huckabee, just another profiting false prophet, anti-christ-ian. ....sad that he claims to represent Christians! https://t.co/0QdoQ2tdp3	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	RT @robreiner: If Democracy is to survive, Donald Trump must be held accountable for his crimes. Impeachment proceedings must begin. And if…	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	RT @AshaRangappa_: Are you completely confused about the difference between “collusion” and “conspiracy”? If so, congratulations – you’re a…	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"RT @HoarseWisperer: The only meeting I ever attended where I was asked to not take notes was with a tobacco company.

Weirded me out. Didn’…"	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"RT @TLangley99: I guess the founders were confused.
  Apparently some believe ""free speech"" applies to lieing under oath to Congress, the F…"	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"RT @TLangley99: She could stay only if . . .  
. . . every time she speaks she does it under oath to the FBI.
  Ether she will tell the tru…"	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"I guess the founders were confused.
  Apparently some believe ""free speech"" applies to lieing under oath to Congress, the FBI &amp; the 🇺🇸people without consequences.

  ENOUGH is ENOUGH!
       🇺🇸calls🐂💩!
   4Truth,⚖️&amp;🇺🇸way
  Start impeachment!
              NOW!"	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"RT @tribelaw: Two things matter: 

1. The House can no longer let the odds of Senate conviction hold impeachment back. It’s a point of prin…"	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	Yes, turn the lights up. The guilt is clear for those that choose to look but in order to heal the country all the boxes must be checked, and the GOP exposed to the point of voting for impeachment or loosing their seat. WakeUp🇺🇲 https://t.co/BizmtZQdCh	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"RT @matthewjdowd: Happy bday Marcus Aurelius, b. 121: 
“You have power over your mind - not outside events. Realize this, you will find str…"	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	RT @ssbe83: @fred_guttenberg @TLangley99 Trump's trying to divert attention by saying the most heartless thing he can think of to debase th…	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	This is the national emergency! https://t.co/uY0zoJ1V50	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"tRump is an unstable lieing, sociopath/psychopath who has cheated, coveted, &amp; caused pain, ruin &amp; the deaths of Innocents.
Yet, tRump magats &amp; evangelicals believe he was sent by God 2 save them?🤦🤦‍♂️
 Driven by fear &amp; ignorance they have lost their way &amp; souls.
🙏4 all humanity! https://t.co/p2EASsevQJ"	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"Think about voting like planning a trip using the car pool lane, take at least one other voter but leave the dummies in red hats at home. 
  Defender of Truth,⚖️,🗽&amp; pre🍊🤡 🇺🇲way https://t.co/UGJKgjbekS"	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"...the lies...
...concentration centers...
...deportation force...
...tax scam...
...easy tarff wars...
...obstruction of justice...
...attacking allies...
...climate denial...
...cancer causing windmills...
...water bombers...
...$100,000,000 4 golf...
        GOOD GREEF!! 4🇺🇸 https://t.co/Jp3RpsFhtd"	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"RT @TLangley99: History rymes.
""I'm not a crook."" RN
“I never worked 4 Russia.” DT
  Because, it depends on how you define a crook &amp; DT onl…"	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	RT @TLangley99: It is just a matter of time 4 the 🍊🤡.  He can, resign or be impeached. Either way his corrupt house of cards is going to fa…	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	RT @TLangley99: Winner winner chicken dinner x3.  🔔We have a trifecta!🔔 https://t.co/HWB5NB8OU0	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"RT @TLangley99: North Carolina @PatrickMcHenry (NC 10th),  
@SenatorBurr &amp; @SenThomTillis ?
Choose well, history is watching and now is you…"	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	RT @TLangley99: Facts don't change, just perspectives. Seek different #perspectives to find #truth, common ground and meaningful answers 2…	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	RT @acnewsitics: “You can be impeached even if you did not commit a crime. You can be impeached to restore the honor and dignity of the Pre…	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"@MissNyetTrump He deserves immediate impeachment, arrest of him &amp; his crime family for obstruction,  money laundering, etc... with confiscation of assets &amp; jail to time.
   BUT, it must be a rock solid legal case with lights on in public &amp; all the boxes checked 2 have any chance of healing🇺🇸."	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	RT @OMGno2trump: @realDonaldTrump I'm sick of Trump's lies.  The Mueller investigation collected over $55 million in restitution from Paul…	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"RT @AngrierWHStaff: In closing, don’t be mad at Mueller; he did exactly what he was supposed to do, and he did it fairly. 

The end result…"	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	RT @fred_guttenberg: Trump lied about Russia investigation on February 17th when he blamed my daughters murder on it.  He used the Parkland…	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"RT @AriMelber: Some are missing this:

Mueller followed DOJ rules barring presidential indictment, but he *did* include factual conclusions…"	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	@fras99 It is no contest, 45* makes the other 44 look like angelic stable geniuses and he continues to lower the bar every day.🤷‍♂️🤦‍♂️🤷‍♀️🤦	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"She could stay only if . . .  
. . . every time she speaks she does it under oath to the FBI.
  Ether she will tell the truth or she will spend a long time in jail.
            A Win Win4🇺🇲 https://t.co/Q2y8gKXg50"	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"Why are we still paying this person a 6 figure salary to lie to us?🤷‍♂️🤷‍♀️
Who agrees we should #FireSarahSanders . . . like yesterday⁉️ https://t.co/j62wmXKRF8"	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"RT @TLangley99: The Mueller Report is the impeachment referral.
  Do Your Job!
❗House (Article I, Sec 2-5) make the case &amp; challenge the Se…"	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	RT @SenKamalaHarris: The White House confirmed this week that just 4% of the 157 million people employed in the United States received a pa…	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"Sarah Sanders, the White House Press Secretary, has now been proven to be a less creditable source than attributing to an 'anonymous source'.  So . . . no surprise.
. . .but remember ""LOSE LIPS SINK SHIPS"" SS tRumptanic https://t.co/hnWIzsFBGE"	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	RT @RBReich: In the words of President Eisenhower: “Every gun that is made, every warship launched, every rocket fired signifies, in the fi…	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	und	RT @TLangley99: 😃😄😁😂🤣 https://t.co/pehRuVaSlg	Twitter for Android	False
