UserLocation	UserDescription	AccountLanguage	TweetLanguage	TweetText	TweetClient	isVerified
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	RT @JPColinDesign: @TLangley99 Not one of the prouder stories to emerge from my state. #FBR #FBPE #Resist	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	RT @SethAbramson: Our foreign policy is compromised. Our security clearance process is compromised. Our nuclear tech is compromised. Our PO…	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	The 'Flip flopping hypocrite' award winner?🏆🏆🏆 @LindseyGrahamSC 🤦‍♂️🤦😱 https://t.co/8417pusxRk	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"RT @Sky_Lee_1: TY Seth! 

✅ 20 ongoing federal and state investigations
✅ 14 referred Mueller prosecutions
✅ 2+ ongoing counterintelligence…"	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	RT @DevinCow: Local man who wrote a memo based on evidence he didn’t read lies about an impeachment referral based on real evidence.  You’r…	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	RT @TeaPainUSA: According to @Jim_Jordan and @RepMarkMeadows, if a hijacker tries to fly a jet into a buildin' but misses, there's no crime…	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	Winner winner chicken dinner x3.  🔔We have a trifecta!🔔 https://t.co/HWB5NB8OU0	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"Vigilantes + fear/ignorance = innocent men/women/children seeking asylum &amp; safety are going to die.
  History has proven allowing vigilante justice, is not justice.  Manslaughter is a crime.
  🇺🇸is better than this! https://t.co/7YGOoumSQx"	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"RT @SethAbramson: *WHERE WE ARE*

✅ 20 ongoing federal and state investigations
✅ 14 referred Mueller prosecutions
✅ 2+ ongoing counterinte…"	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	RT @sedakennedy: Over 5,000 Christian students sign petition to disinvite Mike Pence from speaking at evangelical university - https://t.co…	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	RT @EdKrassen: BREAKING:  A Federal Judge has just ruled that residents of Flint, Michigan can sue the EPA for its role in the horrific wat…	Twitter for Android	False
3rd rock, NA, USA, NC	"❄️2🌊4⚖️ 26yr #USAFvet, Wx Forecaster, 40yr #pilot, business owner into #CivilDiscourse #science #LifelongLearning #🤔~tl
Searching 4 #truth, ⚖️ & 🇺🇸way #FBR"	en	en	"RT @omz__music: TRUMP IS ORANGE CRUSHED🍊

100+ Congressional subpoenas coming

20 Federal and state investigations

14  Ongoing Mueller pro…"	Twitter for Android	False
